age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
27.0,Male,Single,Graduate,70000.0,Private,0.5,Large Indian,Family,0.0,2,1,12200.0,0.0,5300.0,15800.0,9600.0,No,0.0,672.0,51600.0,15500.0,E-commerce Shopping EMI,65000.0,19,Eligible,8672.0
38.0,Male,Single,Graduate,53100.0,Government,0.8,Mid-size,Family,0.0,2,1,0.0,0.0,6800.0,13300.0,8600.0,No,0.0,618.0,30700.0,18200.0,Education EMI,140000.0,19,Not_Eligible,7808.0
48.0,Female,Married,Professional,115300.0,Private,26.0,Startup,Own,0.0,2,1,14300.0,0.0,7500.0,34000.0,17200.0,No,0.0,722.0,540200.0,134700.0,Education EMI,279000.0,34,Eligible,21150.0
38.0,Female,Married,Graduate,20600.0,Private,7.5,Large Indian,Rented,7100.0,2,1,14800.0,5500.0,1700.0,4500.0,2500.0,Yes,3900.0,810.0,29400.0,16400.0,E-commerce Shopping EMI,175000.0,23,Not_Eligible,500.0
38.0,Female,Married,High School,64600.0,Private,4.8,MNC,Own,0.0,4,3,5400.0,15500.0,3800.0,14100.0,10000.0,Yes,12700.0,737.0,104600.0,23600.0,Education EMI,367000.0,11,Not_Eligible,868.0
38.0,Male,Married,High School,23600.0,Government,6.0,Large Indian,Rented,4200.0,4,3,10900.0,0.0,2600.0,6900.0,2400.0,No,0.0,708.0,86100.0,49300.0,Vehicle EMI,1232000.0,71,Not_Eligible,500.0
27.0,Female,Single,Professional,83600.0,Private,1.7,Large Indian,Family,0.0,2,1,0.0,0.0,8100.0,18600.0,15300.0,Yes,8500.0,641.0,177100.0,,Vehicle EMI,220000.0,62,Eligible,9268.0
38.0,Female,Married,Graduate,15000.0,Private,7.7,Small,Own,0.0,3,2,9500.0,0.0,1600.0,3800.0,1600.0,No,0.0,772.0,42700.0,11500.0,Vehicle EMI,1110000.0,72,Not_Eligible,500.0
38.0,Female,Married,Graduate,37500.0,Government,6.7,Mid-size,Own,0.0,4,3,0.0,0.0,1900.0,6600.0,2000.0,No,0.0,850.0,108900.0,44300.0,E-commerce Shopping EMI,149000.0,18,Eligible,17820.0
48.0,Male,Married,Professional,103500.0,Private,0.9,MNC,Own,0.0,2,1,13700.0,0.0,14000.0,23600.0,5500.0,Yes,10700.0,731.0,389600.0,110600.0,Home Appliances EMI,101000.0,24,Eligible,10080.0
38.0,Female,Married,Post Graduate,111600.0,Government,6.4,Mid-size,Rented,24800.0,3,2,0.0,0.0,9600.0,28500.0,19600.0,No,0.0,809.0,378900.0,194600.0,Personal Loan EMI,269000.0,23,Eligible,19206.0
58.0,Male,Married,High School,40900.0,Self-employed,0.5,Startup,Own,0.0,3,2,0.0,0.0,2200.0,11200.0,4100.0,No,0.0,709.0,201800.0,46900.0,E-commerce Shopping EMI,42000.0,19,Eligible,10530.0
58.0,Male,Married,Post Graduate,50000.0,Private,28.0,Mid-size,Rented,11500.0,3,2,0.0,6500.0,4300.0,13700.0,5700.0,No,0.0,674.0,360800.0,158900.0,Vehicle EMI,565000.0,14,Not_Eligible,4565.0
32.0,Male,Married,Graduate,42100.0,Government,10.0,MNC,Own,0.0,5,4,13300.0,0.0,6200.0,7000.0,3700.0,No,0.0,737.0,140800.0,30500.0,E-commerce Shopping EMI,181000.0,16,Not_Eligible,6545.0
27.0,Female,Single,High School,86200.0,Private,0.5,MNC,Rented,13900.0,1,0,0.0,0.0,8000.0,20300.0,13300.0,No,0.0,,345900.0,201700.0,Home Appliances EMI,120000.0,14,Eligible,12280.0
48.0,Male,Married,Graduate,43400.0,Private,0.8,Large Indian,Own,0.0,2,1,0.0,0.0,2700.0,8800.0,5000.0,No,0.0,672.0,261600.0,57800.0,Vehicle EMI,215000.0,51,Eligible,11836.0
27.0,Male,Married,Graduate,48700.0,Government,0.9,Startup,Rented,9400.0,3,2,0.0,0.0,2900.0,9600.0,6800.0,Yes,14000.0,718.0,41100.0,14400.0,Education EMI,438000.0,36,Not_Eligible,1680.0
32.0,Female,Married,Graduate,46500.0,Private,0.9,Mid-size,Rented,10400.0,3,2,0.0,0.0,4500.0,13200.0,8000.0,Yes,6300.0,627.0,160100.0,52100.0,E-commerce Shopping EMI,161000.0,12,Not_Eligible,918.4
38.0,Female,Married,High School,55400.0,Private,14.1,Large Indian,Own,0.0,3,2,7600.0,7100.0,4000.0,9300.0,5400.0,No,0.0,780.0,408200.0,189800.0,Vehicle EMI,297000.0,41,Eligible,14520.0
38.0,Male,Married,High School,67200.0,Government,1.3,MNC,Own,0.0,3,2,0.0,18400.0,6500.0,18000.0,5600.0,Yes,14800.0,591.0,84700.0,29100.0,Home Appliances EMI,199000.0,12,Not_Eligible,873.6
38.0,Female,Married,High School,65600.0,Self-employed,3.0,Large Indian,Rented,9900.0,4,3,14700.0,0.0,5700.0,19100.0,5200.0,Yes,13900.0,665.0,147900.0,63700.0,E-commerce Shopping EMI,96000.0,11,Not_Eligible,500.0
32.0,Male,Single,Post Graduate,47000.0,Private,7.3,Startup,Own,0.0,2,1,10000.0,0.0,4900.0,8300.0,5000.0,No,0.0,811.0,290700.0,60900.0,E-commerce Shopping EMI,19000.0,8,Eligible,12408.0
38.0,Male,Married,Post Graduate,130300.0,Private,7.4,MNC,Own,0.0,2,1,14700.0,0.0,13200.0,23100.0,21300.0,Yes,38500.0,723.0,919100.0,322200.0,Education EMI,124000.0,24,Eligible,7507.5
38.0,Male,Married,Graduate,68100.0,Self-employed,11.6,MNC,Own,0.0,4,3,3800.0,22900.0,8000.0,16500.0,12200.0,Yes,19300.0,701.0,80500.0,27800.0,Vehicle EMI,511000.0,75,Not_Eligible,500.0
27.0,Female,Single,Graduate,45900.0,Private,2.2,Mid-size,Own,0.0,3,2,7800.0,0.0,6000.0,8100.0,3100.0,Yes,7800.0,717.0,350900.0,112500.0,E-commerce Shopping EMI,32000.0,6,Not_Eligible,5043.5
32.0,Male,Married,Post Graduate,61900.0,Private,0.5,Small,Family,0.0,3,2,0.0,0.0,7200.0,16600.0,4100.0,No,0.0,731.0,361500.0,204400.0,Vehicle EMI,365000.0,17,Not_Eligible,13600.0
58.0,Female,Married,Graduate,60800.0,Government,13.5,Large Indian,Rented,16800.0,4,3,6900.0,0.0,3900.0,10400.0,5400.0,No,0.0,760.0,139400.0,49400.0,Vehicle EMI,607000.0,30,Not_Eligible,11484.0
48.0,Female,Married,Graduate,52200.0,Government,0.5,Large Indian,Rented,9500.0,4,3,13400.0,17000.0,3900.0,10000.0,8200.0,No,0.0,721.0,334900.0,101200.0,Personal Loan EMI,846000.0,29,Not_Eligible,500.0
58.0,Male,Married,Professional,123300.0,Government,1.6,Startup,Own,0.0,4,3,0.0,0.0,8800.0,32100.0,6900.0,Yes,20200.0,760.0,,327800.0,E-commerce Shopping EMI,60000.0,24,Eligible,23226.0
48.0,Male,Married,Post Graduate,80200.0,Private,3.8,Large Indian,Rented,22800.0,4,3,7900.0,0.0,6000.0,21000.0,15300.0,No,0.0,730.0,523700.0,149500.0,Home Appliances EMI,193000.0,14,Not_Eligible,3960.0
27.0,Female,Single,High School,17800.0,Self-employed,0.6,Large Indian,Own,0.0,1,0,0.0,0.0,2500.0,5200.0,1500.0,No,0.0,761.0,52900.0,29300.0,Education EMI,72000.0,46,Eligible,4644.0
32.0,Male,Single,Professional,56800.0,Private,1.5,Large Indian,Rented,10900.0,2,1,2700.0,12300.0,4600.0,10500.0,4100.0,No,0.0,599.0,93500.0,54900.0,Education EMI,158000.0,10,Not_Eligible,3744.0
48.0,Female,Married,Graduate,30100.0,Private,3.2,Startup,Rented,7900.0,3,2,0.0,0.0,2200.0,5000.0,4700.0,Yes,4700.0,664.0,89200.0,40500.0,Personal Loan EMI,629000.0,41,Not_Eligible,1960.0
32.0,Male,Married,,40900.0,Private,4.1,Mid-size,Rented,11300.0,4,3,0.0,8100.0,5300.0,11500.0,7300.0,Yes,4700.0,639.0,248800.0,123100.0,Home Appliances EMI,237000.0,29,Not_Eligible,500.0
58.0,Male,Married,Graduate,50400.0,Self-employed,8.1,Mid-size,Rented,8400.0,4,3,0.0,6900.0,3500.0,10900.0,7100.0,No,0.0,729.0,333900.0,112200.0,Education EMI,340000.0,7,Not_Eligible,6732.0
32.0,Male,Married,Post Graduate,23400.0,Private,9.5,Mid-size,Family,0.0,2,1,0.0,0.0,3000.0,6000.0,2600.0,Yes,4500.0,717.0,91500.0,34200.0,Education EMI,405000.0,21,Not_Eligible,2555.0
48.0,Male,Married,Graduate,60800.0,Private,16.2,Large Indian,Own,0.0,3,2,7000.0,0.0,5800.0,10400.0,5900.0,No,0.0,648.0,190000.0,91200.0,Vehicle EMI,1043000.0,26,Not_Eligible,12680.0
48.0,Male,Married,High School,55400.0,Government,1.1,Small,Rented,19100.0,4,3,7200.0,0.0,3300.0,9800.0,6500.0,No,0.0,734.0,157900.0,77900.0,Education EMI,317000.0,27,Not_Eligible,4750.0
48.0,Female,Single,Professional,57500.0,Private,0.9,Startup,Rented,13500.0,2,1,0.0,0.0,8500.0,11500.0,2900.0,No,0.0,701.0,246800.0,64200.0,E-commerce Shopping EMI,139000.0,8,Not_Eligible,8440.0
27.0,Female,Single,Post Graduate,101600.0,Private,2.7,MNC,Family,0.0,1,0,0.0,0.0,9000.0,27400.0,17600.0,No,0.0,665.0,542500.0,181800.0,Education EMI,183000.0,12,Eligible,23800.0
27.0,Male,Single,Graduate,30900.0,Private,2.2,Large Indian,Family,0.0,1,0,0.0,0.0,2900.0,8200.0,5800.0,Yes,9100.0,695.0,50900.0,17700.0,Home Appliances EMI,134000.0,35,Not_Eligible,1372.0
58.0,Female,Married,Post Graduate,37200.0,Private,15.2,Mid-size,Rented,11900.0,5,4,0.0,0.0,2700.0,11100.0,4100.0,No,0.0,730.0,97900.0,57300.0,Home Appliances EMI,76000.0,34,Eligible,3700.0
32.0,Female,Married,Post Graduate,117900.0,Private,4.8,Startup,Own,0.0,5,4,0.0,0.0,13800.0,31100.0,22900.0,No,0.0,695.0,508600.0,144400.0,Personal Loan EMI,148000.0,33,Eligible,25050.0
27.0,Female,Single,Graduate,55300.0,Private,1.4,MNC,Family,0.0,1,0,0.0,0.0,4500.0,15800.0,10100.0,No,0.0,738.0,393000.0,209200.0,E-commerce Shopping EMI,47000.0,16,Eligible,13695.0
48.0,Male,Married,Graduate,36900.0,Government,5.0,Mid-size,Rented,11000.0,4,3,5900.0,8600.0,4300.0,8300.0,4600.0,No,0.0,772.0,151800.0,76400.0,E-commerce Shopping EMI,89000.0,10,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,37400.0,Private,11.0,Large Indian,Own,0.0,5,4,7500.0,0.0,5200.0,8200.0,5400.0,Yes,9200.0,657.0,296800.0,124200.0,E-commerce Shopping EMI,181000.0,13,Not_Eligible,731.5
38.0,Male,Married,Professional,54600.0,Private,2.1,Mid-size,Own,0.0,3,2,4300.0,0.0,4800.0,16300.0,10200.0,No,0.0,571.0,219600.0,68100.0,Home Appliances EMI,157000.0,18,Not_Eligible,7600.0
58.0,Male,Married,High School,31000.0,Private,36.0,Large Indian,Rented,7200.0,3,2,10700.0,0.0,1800.0,8500.0,5900.0,No,0.0,630.0,164800.0,70200.0,Vehicle EMI,1158000.0,16,Not_Eligible,500.0
32.0,Male,Single,Professional,75300.0,Private,1.0,Mid-size,Own,0.0,1,0,0.0,0.0,11100.0,17000.0,4700.0,No,0.0,731.0,570700.0,291000.0,Education EMI,184000.0,19,Eligible,23375.0
27.0,Female,Married,High School,44400.0,Self-employed,1.8,MNC,Family,0.0,3,2,0.0,0.0,5700.0,8300.0,4100.0,No,0.0,678.0,324400.0,119000.0,Personal Loan EMI,744000.0,48,Not_Eligible,13018.5
58.0,Male,Single,Graduate,44300.0,Private,10.2,MNC,Own,0.0,2,1,7000.0,23800.0,5400.0,11800.0,8000.0,Yes,9500.0,674.0,258600.0,144800.0,Vehicle EMI,1168000.0,66,Not_Eligible,500.0
38.0,Female,Single,Graduate,18000.0,Private,7.5,Large Indian,Rented,4700.0,3,2,0.0,0.0,1500.0,4000.0,1000.0,Yes,2500.0,601.0,22700.0,10100.0,Education EMI,236000.0,12,Not_Eligible,963.2
32.0,Male,Married,Post Graduate,29000.0,Private,3.3,Large Indian,Family,0.0,3,2,10000.0,0.0,2700.0,6600.0,3100.0,Yes,4500.0,632.0,118500.0,52000.0,Personal Loan EMI,216000.0,35,Not_Eligible,588.0
48.0,Female,Married,Graduate,66600.0,Government,8.0,Startup,Rented,11000.0,3,2,13500.0,0.0,4600.0,12200.0,3600.0,No,0.0,698.0,247300.0,81200.0,Home Appliances EMI,167000.0,11,Not_Eligible,11935.0
32.0,Male,Married,High School,30400.0,Private,9.6,Startup,Rented,7600.0,5,4,0.0,8100.0,1500.0,7900.0,4700.0,Yes,4200.0,714.0,243000.0,102900.0,E-commerce Shopping EMI,100000.0,11,Not_Eligible,500.0
58.0,Male,Married,Graduate,26500.0,Private,11.2,Startup,Own,0.0,2,1,0.0,0.0,3500.0,4700.0,3000.0,Yes,6700.0,641.0,164900.0,75400.0,E-commerce Shopping EMI,185000.0,5,Not_Eligible,2648.8
32.0,Female,Married,High School,43200.0,Private,10.0,Startup,Family,0.0,5,4,2400.0,8000.0,3600.0,8400.0,7800.0,Yes,10400.0,619.0,148100.0,75600.0,Home Appliances EMI,271000.0,30,Not_Eligible,728.0
32.0,Male,Married,Graduate,22900.0,Private,8.0,Mid-size,Own,0.0,4,3,0.0,0.0,1800.0,3500.0,4300.0,Yes,5900.0,631.0,41500.0,23600.0,E-commerce Shopping EMI,23000.0,23,Eligible,1657.6
32.0,Male,Single,Graduate,20000.0,Private,4.9,Startup,Rented,3700.0,1,0,0.0,0.0,2500.0,5300.0,2900.0,Yes,5200.0,618.0,60100.0,34000.0,Home Appliances EMI,264000.0,36,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,26000.0,Private,2.4,Startup,Own,0.0,5,4,3500.0,9700.0,1400.0,5600.0,4900.0,No,0.0,747.0,66200.0,13500.0,Personal Loan EMI,880000.0,30,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,115100.0,Private,16.0,MNC,Own,0.0,3,2,3300.0,0.0,13100.0,19900.0,16500.0,Yes,12600.0,745.0,120300.0,45100.0,Education EMI,422000.0,47,High_Risk,13916.0
48.0,Male,Married,Graduate,35600.0,Private,8.3,MNC,Rented,6700.0,2,1,10600.0,0.0,2500.0,10100.0,3700.0,Yes,8100.0,703.0,235900.0,54500.0,Personal Loan EMI,390000.0,36,Not_Eligible,500.0
27.0,Male,Single,Graduate,20700.0,Private,1.9,Large Indian,Rented,5600.0,2,1,9200.0,0.0,2100.0,3100.0,1200.0,Yes,5500.0,690.0,143300.0,78200.0,Education EMI,489000.0,20,Not_Eligible,500.0
32.0,Male,Married,Graduate,31400.0,Private,9.0,Mid-size,Rented,4800.0,3,2,0.0,24900.0,2200.0,9300.0,2100.0,No,0.0,808.0,157200.0,66300.0,E-commerce Shopping EMI,170000.0,20,Not_Eligible,500.0
32.0,Male,Married,Graduate,41300.0,Private,8.5,Large Indian,Own,20208.0,2,1,7700.0,19400.0,3200.0,11200.0,2500.0,No,0.0,661.0,300800.0,69000.0,Home Appliances EMI,22000.0,31,Not_Eligible,500.0
32.0,Female,Married,Graduate,52500.0,Self-employed,1.3,Startup,Own,0.0,2,1,9000.0,18600.0,5700.0,14700.0,6500.0,No,0.0,744.0,235000.0,133900.0,Home Appliances EMI,183000.0,27,Not_Eligible,500.0
32.0,Male,Married,Graduate,43500.0,Private,1.2,Mid-size,Rented,12500.0,3,2,12600.0,14100.0,3300.0,6700.0,3700.0,Yes,10800.0,659.0,316200.0,71200.0,Vehicle EMI,306000.0,43,Not_Eligible,500.0
48.0,Male,Married,Professional,50800.0,Government,5.0,MNC,Family,0.0,3,2,9100.0,0.0,5500.0,13600.0,6700.0,Yes,5800.0,679.0,32500.0,16500.0,Personal Loan EMI,389000.0,13,Not_Eligible,3110.8
27.0,Male,Married,Graduate,62600.0,Private,0.9,Large Indian,Own,0.0,4,3,0.0,19700.0,6200.0,17800.0,3400.0,No,0.0,679.0,419800.0,120300.0,Education EMI,273000.0,25,Not_Eligible,6820.0
38.0,Male,Married,Professional,29900.0,Private,1.8,MNC,Own,0.0,4,3,14500.0,0.0,1600.0,5000.0,6000.0,No,0.0,702.0,229000.0,90400.0,Education EMI,99000.0,25,Not_Eligible,1540.0
38.0,Male,Married,Graduate,103700.0,Private,3.2,Mid-size,Own,0.0,3,2,0.0,0.0,6000.0,29100.0,9500.0,Yes,24300.0,800.0,757200.0,392100.0,Vehicle EMI,1273000.0,27,Not_Eligible,16077.6
48.0,Male,Married,Professional,61100.0,Government,0.5,Large Indian,Family,0.0,4,3,6400.0,20900.0,6300.0,15000.0,3700.0,No,0.0,776.0,369500.0,187400.0,Home Appliances EMI,33000.0,23,Eligible,5808.0
38.0,Male,Married,Post Graduate,88600.0,Private,5.6,MNC,Rented,17200.0,3,2,14400.0,9100.0,12500.0,16100.0,10000.0,Yes,11300.0,672.0,156200.0,66100.0,Home Appliances EMI,45000.0,23,Not_Eligible,500.0
27.0,Male,Single,High School,35500.0,Private,0.9,MNC,Rented,8900.0,2,1,0.0,0.0,2900.0,10500.0,4500.0,No,0.0,686.0,256900.0,106700.0,Education EMI,372000.0,22,Not_Eligible,3828.0
58.0,Female,Married,Graduate,16800.0,Private,14.1,Startup,Family,0.0,2,1,0.0,0.0,2100.0,2900.0,2500.0,No,0.0,658.0,77700.0,15600.0,Personal Loan EMI,406000.0,37,Not_Eligible,4650.0
38.0,Female,Married,Post Graduate,92300.0,Government,15.3,Mid-size,Own,0.0,3,2,0.0,18500.0,5800.0,14100.0,13600.0,Yes,18000.0,834.0,478200.0,219900.0,Personal Loan EMI,279000.0,25,Not_Eligible,10302.6
38.0,Female,Married,Post Graduate,30300.0,Private,2.7,MNC,Rented,10100.0,4,3,9600.0,0.0,2800.0,5000.0,4300.0,Yes,9000.0,532.0,208000.0,61800.0,Education EMI,396000.0,11,Not_Eligible,500.0
38.0,Male,Married,Graduate,36700.0,Private,15.3,Mid-size,Own,0.0,3,2,4000.0,0.0,4000.0,6700.0,5400.0,Yes,8800.0,595.0,185400.0,71000.0,Personal Loan EMI,386000.0,48,Not_Eligible,2184.0
38.0,Male,Married,Graduate,85600.0,Private,3.3,Large Indian,Family,0.0,3,2,2500.0,0.0,7700.0,20800.0,16800.0,Yes,17200.0,692.0,391900.0,154300.0,Vehicle EMI,722000.0,79,Not_Eligible,7210.0
38.0,Female,Married,Graduate,109400.0,Private,6.8,Large Indian,Own,0.0,3,2,0.0,0.0,12000.0,22100.0,7600.0,No,0.0,695.0,80000.0,29900.0,Vehicle EMI,542000.0,62,Eligible,27080.0
58.0,Female,Married,Graduate,25300.0,Private,6.5,MNC,Own,0.0,3,2,0.0,19200.0,1900.0,5300.0,4200.0,Yes,5100.0,619.0,54400.0,17300.0,Education EMI,192000.0,8,Not_Eligible,500.0
27.0,Female,Married,High School,28200.0,Private,1.7,Mid-size,Family,0.0,2,1,0.0,0.0,1900.0,6200.0,2800.0,No,0.0,684.0,108400.0,60500.0,Vehicle EMI,267000.0,19,Not_Eligible,8650.0
38.0,Male,Married,Graduate,57200.0,Private,12.3,MNC,Rented,19500.0,3,2,0.0,0.0,3000.0,13100.0,5900.0,No,0.0,709.0,40400.0,23200.0,Vehicle EMI,358000.0,22,Not_Eligible,6280.0
48.0,Female,Married,Graduate,70100.0,Private,20.6,Mid-size,Rented,23400.0,4,3,3900.0,0.0,5300.0,19900.0,5000.0,No,0.0,769.0,495100.0,152000.0,Education EMI,107000.0,8,Not_Eligible,8316.0
38.0,Female,Single,Graduate,18000.0,Private,0.7,Mid-size,Own,0.0,1,0,0.0,0.0,2000.0,3200.0,3200.0,No,0.0,678.0,47900.0,14000.0,Education EMI,450000.0,18,Not_Eligible,3840.0
32.0,Male,Married,Post Graduate,37000.0,Self-employed,2.0,Mid-size,Own,0.0,3,2,0.0,0.0,2700.0,7600.0,2400.0,No,0.0,751.0,227500.0,66500.0,E-commerce Shopping EMI,112000.0,21,Eligible,14434.2
38.0,Male,Married,Post Graduate,71600.0,Self-employed,1.0,MNC,Family,0.0,4,3,14400.0,13500.0,5800.0,17200.0,5900.0,Yes,13900.0,634.0,202300.0,42900.0,Personal Loan EMI,468000.0,27,Not_Eligible,500.0
32.0,Male,Single,High School,24800.0,Private,3.4,Large Indian,Family,0.0,3,2,9700.0,0.0,2200.0,4200.0,2400.0,Yes,2800.0,611.0,150200.0,51300.0,Vehicle EMI,1462000.0,13,Not_Eligible,1078.0
32.0,Male,Single,Graduate,113400.0,Private,2.1,MNC,Own,0.0,1,0,0.0,0.0,7000.0,27700.0,8100.0,No,0.0,742.0,257300.0,84700.0,Vehicle EMI,1462000.0,84,Eligible,35300.0
27.0,Female,Single,High School,22100.0,Private,4.3,Startup,Rented,6300.0,1,0,0.0,0.0,1400.0,4700.0,3600.0,Yes,2800.0,628.0,41900.0,24900.0,Personal Loan EMI,686000.0,40,Not_Eligible,739.2
58.0,Female,Married,Professional,73200.0,Self-employed,15.2,Mid-size,Family,0.0,3,2,8400.0,13400.0,5500.0,20900.0,3900.0,No,0.0,711.0,506200.0,157000.0,Home Appliances EMI,164000.0,7,Not_Eligible,10444.5
58.0,Male,Married,High School,65900.0,Private,6.1,Large Indian,Family,0.0,2,1,4700.0,0.0,4900.0,13700.0,4600.0,Yes,16300.0,722.0,201800.0,103700.0,Personal Loan EMI,784000.0,16,Not_Eligible,7595.0
38.0,Male,Married,Post Graduate,57600.0,Self-employed,3.7,Mid-size,Rented,11900.0,3,2,6100.0,0.0,3200.0,11500.0,4100.0,No,0.0,643.0,186400.0,90800.0,Personal Loan EMI,298000.0,39,Not_Eligible,7488.0
27.0,Male,Married,Graduate,42900.0,Self-employed,0.9,Mid-size,Rented,10300.0,4,3,14500.0,0.0,3000.0,9200.0,3200.0,No,0.0,667.0,117200.0,56400.0,Home Appliances EMI,85000.0,30,Not_Eligible,1215.0
32.0,Male,Single,High School,33200.0,Private,5.3,Large Indian,Own,0.0,2,1,0.0,14600.0,1900.0,8100.0,5100.0,No,0.0,655.0,223100.0,45100.0,Home Appliances EMI,267000.0,34,Not_Eligible,1925.0
27.0,Female,Single,Post Graduate,45500.0,Private,0.5,Large Indian,Rented,13600.0,1,0,0.0,0.0,4000.0,12900.0,3300.0,Yes,7000.0,529.0,342600.0,137300.0,Personal Loan EMI,963000.0,18,Not_Eligible,723.8
38.0,Female,Married,Graduate,37600.0,Government,5.8,MNC,Rented,11400.0,5,4,11100.0,0.0,2700.0,10800.0,4200.0,No,0.0,765.0,264100.0,79900.0,Home Appliances EMI,87000.0,31,Not_Eligible,500.0
32.0,Male,Married,Graduate,31700.0,Private,3.4,Large Indian,Family,0.0,3,2,2200.0,23400.0,3500.0,6000.0,3100.0,No,0.0,669.0,244500.0,130400.0,Vehicle EMI,362000.0,61,Not_Eligible,500.0
48.0,Male,Married,Professional,36500.0,Private,20.6,Mid-size,Own,0.0,3,2,14900.0,19200.0,4300.0,6200.0,5000.0,Yes,6500.0,645.0,162600.0,83300.0,E-commerce Shopping EMI,29000.0,15,Not_Eligible,500.0
32.0,Male,Married,Graduate,40000.0,Private,8.5,Large Indian,Own,0.0,4,3,10500.0,0.0,5400.0,11900.0,7500.0,No,0.0,665.0,115400.0,39800.0,Home Appliances EMI,41000.0,19,Not_Eligible,2350.0
58.0,Female,Married,Graduate,57100.0,Private,10.8,Large Indian,Rented,13600.0,4,3,12800.0,14200.0,4100.0,15000.0,8900.0,No,0.0,787.0,441500.0,214600.0,Home Appliances EMI,107000.0,23,Not_Eligible,500.0
32.0,Male,Married,Professional,58300.0,Private,3.8,Large Indian,Rented,19900.0,3,2,9900.0,0.0,4900.0,10900.0,3700.0,No,0.0,776.0,288000.0,167200.0,Personal Loan EMI,800000.0,17,Not_Eligible,5400.0
38.0,Female,Married,Professional,53600.0,Private,3.9,Large Indian,Rented,18300.0,3,2,0.0,0.0,7700.0,13400.0,2800.0,No,0.0,601.0,176600.0,48600.0,Vehicle EMI,338000.0,14,Not_Eligible,4560.0
32.0,Male,Married,Post Graduate,61800.0,Private,6.6,MNC,Own,0.0,4,3,0.0,0.0,3300.0,11000.0,6700.0,Yes,13400.0,568.0,388800.0,215300.0,Home Appliances EMI,206000.0,24,Not_Eligible,8439.2
27.0,Male,Single,Graduate,44900.0,Private,0.8,Mid-size,Rented,14700.0,2,1,2900.0,0.0,2700.0,11800.0,3600.0,Yes,10800.0,598.0,322700.0,170400.0,Personal Loan EMI,788000.0,55,Not_Eligible,500.0
58.0,Male,Married,Post Graduate,62600.0,Government,10.8,Mid-size,Rented,11700.0,2,1,0.0,23100.0,8300.0,13800.0,10800.0,No,0.0,777.0,417100.0,199700.0,Home Appliances EMI,255000.0,11,Not_Eligible,500.0
27.0,Female,Married,Professional,91400.0,Self-employed,1.7,MNC,Own,0.0,2,1,10700.0,0.0,12000.0,21800.0,5400.0,Yes,22200.0,589.0,105000.0,62100.0,E-commerce Shopping EMI,12000.0,22,Eligible,3890.88
38.0,Male,Married,High School,38300.0,Private,1.1,Startup,Rented,8300.0,4,3,5100.0,0.0,2100.0,6400.0,5400.0,Yes,10900.0,597.0,249700.0,146800.0,Home Appliances EMI,242000.0,14,Not_Eligible,500.0
58.0,Male,Married,High School,11190.0,Private,14.6,Large Indian,Family,0.0,4,3,10400.0,20700.0,8000.0,16900.0,12900.0,No,0.0,744.0,364200.0,180500.0,Education EMI,247000.0,11,Not_Eligible,6000.0
48.0,Female,Married,Post Graduate,70000.0,Private,14.8,Startup,Family,,4,3,0.0,0.0,4600.0,16600.0,9400.0,No,0.0,741.0,429100.0,157000.0,Personal Loan EMI,949000.0,44,Not_Eligible,21670.0
48.0,Male,Married,Graduate,77500.0,Private,9.2,Large Indian,Rented,22400.0,3,2,8600.0,14200.0,5100.0,11600.0,6000.0,No,0.0,722.0,342000.0,88300.0,E-commerce Shopping EMI,11000.0,10,Eligible,4800.0
58.0,Male,Single,Professional,54800.0,Private,6.9,Startup,Rented,14200.0,3,2,0.0,0.0,5400.0,13800.0,4400.0,Yes,13400.0,673.0,331100.0,185900.0,Personal Loan EMI,490000.0,59,Not_Eligible,1386.0
58.0,Male,Married,Post Graduate,102900.0,Self-employed,23.4,Startup,Family,0.0,3,2,0.0,0.0,10600.0,20700.0,11300.0,Yes,20000.0,663.0,495600.0,141200.0,Home Appliances EMI,228000.0,30,Eligible,12694.5
58.0,Female,Married,Post Graduate,67000.0,Private,4.7,Mid-size,Rented,13800.0,2,1,0.0,0.0,5200.0,14700.0,8400.0,No,0.0,765.0,333000.0,155300.0,Personal Loan EMI,163000.0,17,Eligible,14940.0
48.0,Male,Married,High School,42800.0,Self-employed,26.0,Mid-size,Rented,8200.0,3,2,8700.0,0.0,4500.0,8100.0,4700.0,Yes,7500.0,573.0,250200.0,106400.0,E-commerce Shopping EMI,124000.0,23,Not_Eligible,500.0
27.0,Male,Single,High School,53900.0,Private,3.1,Mid-size,Family,0.0,1,0,0.0,0.0,7400.0,14600.0,10700.0,No,0.0,682.0,122400.0,58300.0,Vehicle EMI,1139000.0,76,Not_Eligible,10600.0
58.0,Male,Married,Graduate,72300.0,Private,8.6,Large Indian,Family,0.0,4,3,0.0,0.0,7700.0,15900.0,8800.0,No,0.0,688.0,556500.0,173500.0,Education EMI,455000.0,27,High_Risk,21945.0
